age,c_charge_degree,race,age_cat,score_text,sex,priors_count,length_of_stay,days_b_screening_arrest,decile_score,two_year_recid
33,0,0,0,1,0,0,2,-1.0,3,0
53,1,2,1,1,1,1,2,-10.0,1,0
52,0,3,1,1,1,0,2,-1.0,1,0
21,0,0,2,2,1,0,1,-1.0,5,0
37,0,0,0,1,1,11,2,-1.0,4,0
30,1,5,0,0,1,4,1,-1.0,9,1
54,0,5,1,1,1,0,0,0.0,1,0
31,1,0,0,1,0,0,0,0.0,1,0
59,0,2,1,1,0,2,30,26.0,3,0
27,1,0,0,1,1,0,2,-1.0,2,0
36,1,0,0,2,1,0,1,-1.0,7,1
46,0,0,1,0,1,17,7,-1.0,9,1
22,0,0,2,0,1,3,324,0.0,9,0
28,1,2,0,1,0,0,1,-1.0,2,0
34,0,2,0,0,0,15,4,-4.0,9,1
29,0,3,0,0,1,7,1,-2.0,9,1
23,1,0,2,0,1,2,81,0.0,10,1
27,0,0,0,1,1,3,1,-1.0,4,0
21,0,1,2,2,1,0,1,-1.0,6,1
48,0,2,1,1,1,3,1,-3.0,1,1
31,0,0,0,2,1,5,7,-1.0,7,0
36,1,0,0,2,1,4,3,-1.0,5,0
44,0,0,0,0,1,14,2,-1.0,8,1
53,0,2,1,1,1,2,1,-2.0,1,0
33,1,0,0,1,1,3,2,-1.0,2,1
47,0,2,1,2,1,2,3,0.0,5,1
57,0,0,1,2,1,20,34,0.0,7,1
28,1,0,0,1,1,2,7,-1.0,4,0
24,1,0,2,2,1,1,2,-1.0,6,0
44,0,0,0,1,1,1,2,-1.0,1,0
46,0,0,1,1,1,0,2,-1.0,1,0
37,0,0,0,1,1,6,2,0.0,3,0
26,1,0,0,2,1,10,6,-6.0,6,1
27,0,0,0,0,1,10,1,0.0,8,1
40,0,2,0,1,1,1,2,-1.0,2,0
60,0,2,1,1,0,9,385,0.0,3,1
53,0,2,1,1,1,1,7,-6.0,1,0
28,0,0,0,1,1,0,2,-1.0,1,0
23,1,3,2,1,1,0,1,0.0,4,0
46,0,2,1,0,0,2,20,-1.0,8,0
23,0,0,2,2,1,0,2,-1.0,5,1
50,0,0,1,0,1,18,249,-1.0,8,1
45,1,0,1,1,1,0,2,-1.0,1,0
22,0,0,2,2,1,1,1,-1.0,5,0
26,0,2,0,1,1,1,17,0.0,2,1
62,0,2,1,1,1,0,3,-1.0,1,0
34,1,2,0,1,1,0,0,0.0,1,1
24,0,3,2,0,1,1,7,-6.0,10,0
21,1,2,2,1,1,0,2,-1.0,2,0
25,0,2,0,1,1,0,1,-1.0,2,1
68,1,2,1,1,1,0,4,-1.0,1,0
21,0,2,2,1,1,1,1,-1.0,3,0
37,0,3,0,1,0,1,2,-1.0,3,0
22,0,0,2,0,1,0,1,0.0,8,0
42,0,2,0,1,1,1,1,-1.0,1,0
22,0,2,2,1,1,1,2,-1.0,4,1
45,0,0,1,1,1,0,3,-1.0,4,1
36,0,0,0,0,0,4,1,-1.0,10,1
48,0,0,1,2,1,2,2,0.0,6,0
23,0,0,2,0,1,6,9,-1.0,9,1
24,0,0,2,0,1,0,2,0.0,8,0
29,0,0,0,1,1,0,2,-1.0,2,0
24,0,0,2,1,1,0,1,-3.0,3,0
50,0,0,1,0,1,11,3,0.0,9,0
34,0,0,0,2,1,10,3,0.0,7,1
23,0,0,2,1,1,0,1,0.0,2,0
22,1,2,2,2,0,0,3,-1.0,5,0
36,0,5,0,1,1,0,8,-1.0,1,0
30,0,2,0,2,1,22,4,-1.0,5,1
21,0,0,2,0,1,0,2,-1.0,10,1
53,0,2,1,1,0,0,2,0.0,1,0
25,1,0,0,2,1,7,1,-1.0,5,1
25,1,0,0,0,0,1,1,0.0,9,0
71,0,0,1,1,1,8,25,-1.0,1,0
39,1,0,0,0,1,10,41,-1.0,9,0
37,0,0,0,2,0,0,38,0.0,5,0
20,0,0,2,2,1,0,8,0.0,5,1
29,0,0,0,2,0,3,1,-1.0,5,0
22,0,0,2,2,1,2,2,-1.0,5,1
26,0,0,0,2,1,4,84,-1.0,7,1
47,0,0,1,0,0,19,31,-1.0,10,1
21,0,5,2,1,1,1,1,-1.0,4,1
23,1,5,2,0,0,0,2,-1.0,10,0
20,0,2,2,0,0,1,18,-1.0,8,1
23,0,0,2,1,0,0,2,-1.0,2,0
27,1,4,0,2,1,3,1,0.0,7,0
53,0,0,1,1,0,0,1,0.0,1,0
23,0,0,2,2,0,0,1,-1.0,7,0
26,0,0,0,2,1,5,23,-1.0,7,1
25,0,0,0,2,1,6,7,-1.0,6,0
23,1,5,2,1,1,2,2,-1.0,4,0
27,0,0,0,0,1,4,1,0.0,9,1
29,1,0,0,1,1,1,4,-1.0,4,0
27,0,5,0,1,1,1,1,-1.0,2,1
28,0,3,0,1,1,0,2,-1.0,2,0
31,1,0,0,1,1,0,1,-1.0,2,0
41,0,0,0,2,1,8,1,-29.0,6,1
25,1,2,0,1,1,0,1,-2.0,2,0
47,1,2,1,1,1,0,0,-1.0,1,0
37,0,0,0,1,1,4,2,-1.0,2,0
35,0,0,0,2,0,4,3,-1.0,5,0
24,1,2,2,1,1,1,2,0.0,4,1
21,0,2,2,0,1,2,6,-1.0,9,1
22,0,2,2,1,1,0,3,0.0,4,1
57,0,0,1,2,1,11,141,-1.0,6,0
48,0,2,1,2,1,0,12,-1.0,7,0
36,0,5,0,1,1,0,6,-1.0,1,0
37,0,0,0,2,0,3,29,-1.0,7,0
31,1,2,0,1,1,0,6,0.0,1,0
22,0,0,2,0,1,1,5,-1.0,9,1
31,1,2,0,1,1,2,1,0.0,3,0
24,0,0,2,2,1,0,1,-1.0,5,1
32,0,0,0,0,1,22,1,0.0,9,1
23,1,5,2,1,0,0,2,-1.0,4,0
63,1,0,1,1,1,0,1,-1.0,1,0
30,0,5,0,1,1,0,2,-1.0,1,0
20,0,2,2,1,1,0,2,-1.0,4,0
24,1,0,2,2,0,1,1,0.0,5,1
36,1,0,0,1,0,1,1,-1.0,2,0
83,1,3,1,1,1,0,1,0.0,1,0
28,0,2,0,2,1,2,1,0.0,6,0
36,0,0,0,1,1,3,2,-1.0,2,1
33,1,0,0,1,0,0,2,-1.0,2,0
39,0,0,0,1,1,0,1,0.0,3,0
29,1,5,0,2,1,3,1,0.0,7,0
30,0,0,0,0,1,17,5,-4.0,10,1
24,0,0,2,1,1,1,1,-1.0,1,1
35,0,0,0,2,1,7,2,-1.0,6,0
24,0,0,2,1,1,0,1,-1.0,3,0
26,0,2,0,1,1,8,3,-1.0,4,0
28,0,0,0,2,1,14,1,-1.0,7,1
32,1,0,0,2,1,0,1,-1.0,5,0
32,1,2,0,1,0,1,1,-1.0,3,1
33,1,0,0,0,1,5,6,0.0,8,1
29,0,0,0,0,1,16,18,-1.0,10,0
34,1,2,0,1,1,1,1,-1.0,3,1
37,1,5,0,1,0,0,1,-1.0,1,1
43,1,2,0,1,1,0,1,0.0,1,0
47,0,2,1,1,1,2,1,-3.0,4,0
25,1,0,0,2,1,3,3,0.0,6,1
23,0,0,2,1,0,1,2,-1.0,3,0
39,1,2,0,1,1,2,1,-1.0,2,0
35,0,0,0,0,1,13,6,-1.0,8,1
33,0,5,0,1,1,0,2,-1.0,1,0
21,0,5,2,1,1,0,2,-1.0,3,1
43,0,0,0,0,1,20,2,0.0,8,0
25,0,0,0,0,1,3,1,-1.0,8,1
48,0,0,1,0,1,25,7,-1.0,10,1
22,1,0,2,2,1,1,2,28.0,7,1
52,1,0,1,0,1,9,39,-1.0,8,1
26,0,2,0,1,1,5,36,-1.0,4,1
67,1,0,1,2,1,4,28,-1.0,7,1
34,1,0,0,1,1,4,2,-1.0,2,0
56,1,2,1,1,1,4,1,-1.0,1,0
28,0,0,0,1,1,1,6,-1.0,4,1
29,1,0,0,1,1,2,1,-1.0,4,0
37,0,0,0,2,1,6,21,-1.0,5,1
43,0,5,0,1,1,3,2,-1.0,2,0
51,0,2,1,1,1,0,2,-1.0,1,0
20,1,0,2,2,1,1,1,-2.0,7,1
26,1,2,0,2,1,4,294,0.0,7,1
39,1,2,0,1,0,1,11,-1.0,2,1
21,0,0,2,0,1,1,3,-1.0,8,0
21,0,0,2,0,1,1,3,-1.0,9,1
24,0,2,2,1,1,3,2,-1.0,4,1
26,1,0,0,0,1,4,2,-1.0,8,1
48,0,2,1,1,1,1,1,0.0,2,0
24,0,0,2,2,1,5,2,-1.0,5,1
26,0,2,0,1,1,0,0,0.0,4,0
46,0,2,1,1,1,0,2,-1.0,1,0
24,1,0,2,0,1,7,2,-1.0,9,0
21,1,2,2,2,0,0,1,-1.0,5,0
24,0,0,2,1,1,1,2,-1.0,3,1
36,1,0,0,0,1,9,2,0.0,8,0
30,0,0,0,1,1,5,2,-1.0,4,1
22,0,2,2,2,0,1,2,-23.0,6,0
25,0,0,0,0,1,0,10,-1.0,9,1
31,1,0,0,0,1,25,118,-1.0,8,1
24,0,0,2,1,1,0,3,-1.0,4,0
39,0,0,0,0,1,13,2,-1.0,8,1
46,0,5,1,1,1,0,6,-1.0,1,0
30,0,0,0,1,0,4,1,-5.0,3,0
40,0,2,0,1,1,0,23,0.0,2,0
52,0,0,1,1,0,0,3,-1.0,1,0
23,0,0,2,0,1,3,34,-1.0,9,0
26,1,0,0,1,0,1,2,-1.0,2,0
22,0,2,2,0,1,1,20,-1.0,8,1
42,0,2,0,1,1,3,1,0.0,4,0
23,0,0,2,0,1,6,136,-1.0,10,1
33,0,5,0,1,1,4,2,-1.0,3,1
28,0,0,0,1,1,1,3,-1.0,3,0
50,0,2,1,1,1,1,2,-1.0,1,0
32,0,0,0,2,1,1,2,-1.0,7,0
24,0,3,2,2,1,3,98,-1.0,6,1
51,0,0,1,1,1,3,2,-1.0,2,0
19,1,2,2,1,1,1,1,-1.0,4,1
32,0,0,0,2,1,4,109,0.0,5,0
31,0,2,0,1,0,1,1,-22.0,3,1
29,0,0,0,2,0,1,180,7.0,5,0
43,1,3,0,1,1,0,1,-1.0,1,0
26,0,0,0,2,1,9,12,-1.0,7,1
27,0,2,0,0,1,0,28,-1.0,10,1
52,0,2,1,1,1,1,4,-1.0,1,1
27,1,3,0,1,1,1,1,-1.0,1,0
57,1,3,1,1,0,1,1,-1.0,2,0
28,1,0,0,2,1,3,2,-1.0,6,1
32,0,0,0,1,1,3,3,-1.0,1,1
27,1,0,0,1,1,5,1,0.0,3,1
45,1,3,1,1,1,0,4,-1.0,1,1
42,1,2,0,1,0,0,1,0.0,1,0
33,0,0,0,1,1,0,1,-1.0,2,1
28,1,2,0,1,0,3,46,-1.0,4,0
53,1,2,1,1,0,0,1,-1.0,1,0
24,0,2,2,1,1,0,2,-1.0,2,0
28,0,3,0,1,1,1,9,-9.0,2,0
28,0,3,0,2,1,1,2,-1.0,5,0
39,1,0,0,2,1,6,36,-1.0,7,1
22,0,0,2,2,1,1,0,0.0,7,1
46,0,0,1,1,1,2,10,0.0,2,1
25,1,0,0,1,1,0,2,0.0,2,0
52,0,2,1,2,1,1,4,-5.0,5,0
28,1,0,0,1,1,4,1,-1.0,2,1
57,0,2,1,1,0,1,2,-4.0,1,1
49,0,0,1,1,1,3,1,-1.0,1,1
21,0,0,2,0,1,2,1,-1.0,9,1
32,0,0,0,0,1,19,15,-1.0,10,1
63,1,0,1,0,1,3,221,-1.0,9,0
29,0,2,0,1,1,2,2,0.0,3,0
46,1,0,1,1,1,0,2,0.0,1,0
28,1,0,0,2,1,10,2,-1.0,7,1
27,0,0,0,1,1,1,4,-3.0,2,0
69,1,3,1,1,0,0,0,0.0,1,0
47,1,3,1,1,1,0,2,-1.0,1,0
45,0,3,1,1,1,1,129,-1.0,3,0
33,1,2,0,1,0,1,1,0.0,1,0
27,1,3,0,1,0,0,1,0.0,2,1
32,0,0,0,0,1,14,3,-1.0,9,1
24,0,0,2,2,1,2,2,-1.0,7,0
26,0,0,0,0,1,5,4,-1.0,10,1
47,1,3,1,1,1,0,2,-4.0,4,0
25,0,2,0,2,1,1,2,-1.0,5,0
21,0,0,2,0,1,1,109,-1.0,8,0
25,1,0,0,1,1,2,1,-1.0,2,1
22,0,0,2,2,1,6,3,-1.0,7,1
26,0,2,0,2,0,0,1,-1.0,6,0
20,0,2,2,1,1,0,2,-1.0,4,0
30,1,0,0,2,1,1,2,-1.0,5,1
45,0,0,1,2,1,0,2,-3.0,5,1
33,0,0,0,2,1,7,79,0.0,7,1
35,0,2,0,1,1,2,1,-1.0,1,0
41,0,2,0,1,1,5,2,-1.0,1,0
23,1,2,2,1,1,0,3,0.0,3,0
21,1,2,2,2,0,0,2,-1.0,5,1
54,0,0,1,1,1,0,2,-1.0,1,0
27,0,0,0,2,1,10,2,-1.0,6,1
22,1,2,2,1,1,0,2,-4.0,3,0
21,1,3,2,2,0,0,1,-1.0,7,1
23,0,0,2,2,1,2,7,-1.0,6,1
30,1,3,0,1,1,1,8,-9.0,1,0
36,1,0,0,0,1,5,20,-20.0,8,1
29,0,0,0,2,1,10,24,-1.0,7,1
54,1,0,1,2,1,4,79,-1.0,5,1
22,1,2,2,2,1,2,14,-1.0,5,1
26,1,0,0,1,1,0,1,-1.0,4,1
20,0,0,2,1,0,0,2,-1.0,4,0
52,1,0,1,1,1,6,2,0.0,1,1
29,0,0,0,1,1,0,3,-1.0,1,0
23,1,0,2,2,0,6,18,-18.0,7,0
35,1,0,0,1,1,1,10,-1.0,1,0
32,0,2,0,0,1,8,1,-4.0,9,1
21,1,0,2,2,1,1,1,-18.0,7,1
25,0,3,0,1,1,0,1,-1.0,3,0
30,1,0,0,1,1,4,2,-1.0,4,1
30,0,0,0,1,0,3,27,-1.0,4,0
23,0,0,2,2,1,2,7,-1.0,7,1
32,0,2,0,1,1,8,3,-2.0,4,0
29,0,0,0,0,1,6,40,-1.0,10,1
42,1,2,0,1,1,0,1,0.0,1,0
21,0,0,2,0,1,0,1,0.0,8,1
22,1,0,2,1,0,0,1,-2.0,3,0
45,0,3,1,1,1,2,48,-1.0,1,0
29,1,0,0,1,1,0,1,-1.0,2,0
30,0,0,0,2,1,6,3,-1.0,5,1
51,1,0,1,1,1,17,1,0.0,4,0
45,0,3,1,1,1,20,3,0.0,3,1
24,0,2,2,2,1,2,1,-27.0,6,0
23,1,0,2,2,1,2,6,-1.0,7,0
36,0,0,0,1,1,5,1,-1.0,4,0
69,1,3,1,1,1,0,1,-1.0,1,0
21,0,3,2,2,1,1,2,-4.0,5,1
59,1,3,1,1,1,1,1,-1.0,1,0
39,0,0,0,2,1,1,5,-9.0,6,0
29,0,0,0,2,1,2,38,-1.0,6,0
22,1,3,2,2,1,1,2,0.0,7,1
44,0,2,0,1,1,6,0,0.0,3,0
25,0,0,0,2,1,2,59,-1.0,5,0
31,0,0,0,0,1,0,1,0.0,10,0
35,1,0,0,2,1,17,3,-1.0,7,1
27,1,0,0,0,1,11,3,-1.0,10,1
33,0,0,0,2,1,1,2,0.0,5,0
28,0,0,0,0,1,6,1,-1.0,9,1
60,0,2,1,1,1,1,1,-1.0,1,0
53,1,3,1,1,1,0,2,0.0,1,0
51,0,3,1,1,1,0,2,0.0,1,1
54,0,0,1,1,0,0,2,-1.0,1,0
24,1,2,2,1,1,3,2,-1.0,4,0
55,0,3,1,1,1,1,2,0.0,2,1
26,0,3,0,1,1,0,3,-1.0,3,0
75,0,0,1,1,0,5,2,-1.0,1,0
36,0,0,0,2,1,16,1,0.0,5,1
34,0,5,0,1,1,0,3,-1.0,2,1
25,1,0,0,2,0,5,48,-1.0,7,1
46,0,2,1,1,1,0,1,-1.0,1,0
27,0,0,0,1,1,1,7,0.0,2,0
28,1,0,0,1,1,3,0,0.0,3,1
42,1,0,0,0,1,13,1,-1.0,8,1
59,1,0,1,1,1,2,1,0.0,1,0
39,0,2,0,1,1,1,15,-15.0,1,0
46,1,2,1,1,1,5,13,-1.0,4,0
25,0,5,0,1,1,1,1,-1.0,2,0
55,0,2,1,1,1,2,2,-1.0,1,0
35,1,0,0,0,1,1,2,-4.0,10,1
43,1,0,0,1,1,0,2,-1.0,1,1
53,1,2,1,1,0,0,1,0.0,1,0
21,1,0,2,2,0,0,2,-1.0,5,0
55,0,0,1,0,1,17,26,-1.0,10,1
27,0,0,0,1,1,1,2,-1.0,3,1
40,0,0,0,1,1,0,3,-1.0,1,0
37,1,2,0,1,0,0,2,-1.0,1,0
32,1,2,0,1,1,2,6,-1.0,2,1
32,1,0,0,1,1,2,2,-1.0,2,0
36,1,0,0,2,1,4,3,-1.0,5,1
22,1,3,2,1,1,0,1,-1.0,3,0
31,0,0,0,0,0,0,3,-1.0,8,0
26,0,0,0,2,0,4,1,0.0,7,1
50,1,2,1,2,0,30,4,-1.0,6,1
47,0,0,1,1,1,4,1,0.0,3,0
36,0,0,0,1,1,2,2,-2.0,3,0
38,0,2,0,1,0,0,2,-1.0,1,0
35,0,5,0,1,1,0,3,-1.0,1,0
53,0,2,1,1,1,0,1,-1.0,1,0
53,0,0,1,1,1,2,1,-1.0,3,0
57,0,0,1,2,1,19,118,-1.0,7,0
22,0,0,2,0,1,5,20,-1.0,8,1
21,0,0,2,0,1,0,2,-5.0,10,1
26,0,0,0,1,1,0,2,-1.0,3,1
27,0,0,0,2,1,2,21,-1.0,5,0
49,0,2,1,2,0,4,4,0.0,5,0
47,0,2,1,1,1,1,1,-1.0,3,1
30,0,0,0,0,1,8,2,-1.0,10,1
44,0,2,0,1,1,3,1,0.0,1,0
34,0,0,0,1,1,1,2,-17.0,1,0
45,0,0,1,1,1,10,2,-1.0,3,1
38,0,3,0,1,1,0,2,-1.0,4,0
50,1,2,1,1,1,2,1,0.0,1,0
29,1,2,0,2,1,1,1,0.0,6,0
26,0,2,0,1,1,0,1,0.0,4,0
22,0,0,2,2,0,1,2,-1.0,6,1
47,1,3,1,1,1,0,2,0.0,1,0
49,0,2,1,1,1,0,1,0.0,1,0
49,0,0,1,1,1,1,20,0.0,3,1
59,0,2,1,1,1,2,13,0.0,1,0
32,1,2,0,2,1,6,28,-29.0,5,0
24,1,0,2,1,1,1,0,0.0,2,1
40,1,3,0,1,1,0,2,-2.0,2,0
32,0,0,0,1,1,0,0,0.0,1,0
54,1,3,1,1,0,0,1,0.0,1,0
27,0,0,0,0,1,9,800,-1.0,10,1
25,1,2,0,0,1,2,13,0.0,8,0
20,1,2,2,2,1,0,1,-1.0,5,1
37,1,0,0,0,1,18,2,-1.0,9,0
30,0,2,0,0,0,5,8,0.0,10,1
23,0,0,2,2,1,1,1,0.0,6,1
20,0,0,2,0,0,0,0,0.0,8,0
50,0,2,1,1,1,8,12,-14.0,2,0
50,0,0,1,1,1,7,1,-1.0,2,0
40,0,2,0,1,1,3,2,-1.0,1,0
24,0,2,2,2,0,2,3,-1.0,7,0
24,0,3,2,2,1,0,1,0.0,6,1
23,0,0,2,2,0,3,1,-1.0,5,1
54,1,2,1,1,1,3,3,-1.0,1,1
25,1,2,0,0,1,4,2,-10.0,10,0
46,1,2,1,1,1,1,2,-2.0,1,0
25,0,5,0,2,1,1,267,-1.0,5,0
22,1,2,2,1,0,0,0,-1.0,3,0
32,0,2,0,1,0,1,3,-1.0,2,0
25,1,0,0,1,1,0,5,-1.0,3,1
33,0,0,0,0,1,16,1,-2.0,9,1
33,1,0,0,2,1,4,2,-1.0,5,1
24,0,0,2,1,1,0,0,0.0,2,0
33,1,0,0,0,1,12,3,-1.0,9,1
37,1,2,0,1,1,0,1,-1.0,2,0
40,1,2,0,1,0,0,1,0.0,1,0
43,0,0,0,2,1,9,1,-1.0,6,1
35,0,0,0,2,1,5,2,-1.0,6,1
25,0,0,0,0,1,11,7,-1.0,9,1
61,0,0,1,1,1,1,1,0.0,1,1
52,0,0,1,1,0,1,1,-28.0,1,0
39,1,0,0,1,1,1,0,0.0,2,1
47,0,0,1,1,1,5,1,-1.0,4,0
52,1,2,1,2,0,6,34,0.0,7,0
37,1,2,0,1,1,0,1,0.0,1,0
24,0,0,2,2,0,0,2,-1.0,7,0
34,0,0,0,0,0,14,4,-1.0,9,0
20,1,5,2,1,1,0,12,-1.0,4,1
25,1,2,0,1,1,1,1,0.0,3,1
62,1,2,1,1,0,0,1,0.0,1,0
23,0,2,2,1,1,0,2,-1.0,3,1
60,0,2,1,2,0,0,14,0.0,7,0
35,1,2,0,1,1,0,2,-1.0,1,0
24,0,0,2,2,0,0,1,-1.0,7,0
30,1,2,0,1,1,0,0,0.0,1,0
35,0,2,0,2,1,4,2,-1.0,5,1
28,1,2,0,1,0,0,1,-1.0,4,0
56,0,0,1,1,1,0,2,-1.0,1,0
23,0,0,2,1,1,2,2,-1.0,2,1
20,0,3,2,1,1,0,1,-1.0,3,1
23,1,2,2,1,1,1,1,-1.0,2,0
21,0,0,2,0,1,0,2,0.0,9,1
35,0,0,0,2,0,2,15,-1.0,5,0
33,1,2,0,1,1,3,1,0.0,3,0
21,0,3,2,1,1,0,5,-1.0,4,0
41,1,0,0,0,1,9,1,-1.0,9,0
24,0,0,2,2,1,0,5,-1.0,5,0
20,0,3,2,0,1,2,193,9.0,10,1
28,0,0,0,0,1,9,2,-1.0,8,1
25,0,4,0,0,1,7,1,0.0,9,0
49,0,0,1,1,1,3,2,0.0,2,0
22,0,3,2,2,0,0,1,0.0,6,0
21,0,0,2,1,1,0,2,-1.0,3,1
27,0,0,0,0,0,3,4,-1.0,9,1
50,1,0,1,2,1,4,3,-3.0,5,0
23,1,0,2,1,0,0,1,0.0,3,0
34,1,2,0,1,1,0,1,-1.0,4,0
25,0,0,0,2,1,4,33,-1.0,5,1
33,0,2,0,2,0,2,44,-1.0,5,1
25,1,5,0,1,1,1,59,-1.0,4,1
30,1,3,0,1,1,0,1,-1.0,1,0
42,1,4,0,1,1,0,4,-1.0,2,0
29,0,2,0,0,0,11,35,-3.0,10,1
32,0,0,0,1,0,6,4,-1.0,4,1
24,0,5,2,2,1,5,2,-1.0,6,0
52,0,0,1,1,1,3,1,-1.0,1,0
26,1,2,0,1,0,3,1,-1.0,3,0
31,0,2,0,1,1,2,1,-1.0,3,1
38,0,3,0,1,1,0,2,0.0,1,0
30,0,2,0,2,0,0,2,0.0,5,0
20,1,0,2,0,1,0,5,-1.0,10,1
24,0,1,2,1,1,0,1,-1.0,3,0
31,0,2,0,1,1,0,78,-1.0,4,0
37,1,2,0,1,0,1,2,-25.0,3,0
43,1,3,0,1,1,0,1,-4.0,2,1
49,0,2,1,2,1,8,4,0.0,6,1
33,0,0,0,1,0,1,1,-2.0,2,0
42,1,0,0,1,1,0,0,0.0,1,0
44,0,2,0,1,1,0,9,-1.0,2,1
28,0,0,0,2,1,5,52,-1.0,6,1
32,0,0,0,2,1,4,415,-1.0,6,1
28,0,0,0,2,1,7,2,-1.0,7,1
38,0,2,0,1,1,0,159,0.0,4,0
38,0,0,0,1,1,3,2,-1.0,4,0
34,1,0,0,1,0,0,2,-1.0,3,0
21,0,2,2,2,1,1,2,-1.0,6,1
36,0,0,0,0,1,1,32,-1.0,8,1
29,1,0,0,1,1,0,1,-1.0,2,1
34,0,0,0,2,1,3,1,-1.0,6,1
38,1,0,0,1,1,1,9,-1.0,2,0
36,0,2,0,1,1,0,25,-1.0,1,0
32,1,3,0,1,1,0,7,-6.0,2,0
23,1,0,2,0,1,0,1,-1.0,9,0
47,1,2,1,1,1,0,1,-1.0,1,0
20,0,0,2,1,1,0,0,0.0,3,0
25,0,0,0,0,0,2,1,-1.0,8,1
35,1,0,0,1,1,0,1,-1.0,1,0
28,1,2,0,1,0,1,2,-1.0,4,0
24,1,0,2,2,1,2,1,-1.0,5,1
22,0,0,2,0,1,0,1,-1.0,9,0
20,0,5,2,0,1,8,2,-1.0,10,1
40,1,3,0,1,1,0,1,0.0,1,0
27,0,5,0,1,1,1,6,-1.0,4,0
60,0,0,1,1,1,12,2,-1.0,3,0
33,1,0,0,2,1,6,1,-1.0,5,0
34,1,0,0,1,1,2,24,-1.0,4,1
24,1,2,2,0,1,4,1,-1.0,8,0
27,1,0,0,1,1,0,3,-1.0,2,1
29,0,0,0,0,1,4,356,0.0,10,1
21,0,2,2,2,1,1,37,0.0,7,1
32,1,3,0,1,1,0,1,-1.0,1,0
42,0,2,0,1,0,0,1,-1.0,1,1
32,0,0,0,1,1,1,0,0.0,4,0
27,0,5,0,1,1,0,3,-2.0,1,0
30,1,2,0,1,1,3,1,-1.0,4,0
22,0,0,2,1,1,1,1,-1.0,3,1
20,1,2,2,0,1,0,1,-2.0,10,1
57,1,2,1,1,1,0,2,0.0,2,0
51,0,2,1,1,1,3,2,-1.0,1,1
21,0,0,2,1,1,0,1,-1.0,4,0
22,0,0,2,2,1,0,36,-1.0,5,0
35,0,0,0,0,1,4,354,-1.0,8,1
58,0,2,1,1,1,2,5,-9.0,3,0
32,0,2,0,1,0,0,1,-1.0,1,1
30,1,2,0,2,1,9,8,-1.0,6,1
20,0,0,2,0,1,0,210,-1.0,10,1
40,1,5,0,1,1,0,1,-1.0,1,0
45,1,2,1,1,0,5,1,-1.0,2,0
31,0,0,0,1,1,4,1,-1.0,3,1
23,0,3,2,0,1,4,28,-27.0,9,0
26,1,3,0,2,1,0,4,-1.0,5,1
53,1,2,1,1,0,1,1,-1.0,3,0
44,1,2,0,1,1,0,3,-1.0,1,0
44,1,2,0,2,0,1,5,-6.0,5,0
21,0,2,2,1,1,0,0,-1.0,2,1
28,1,0,0,1,1,0,1,0.0,1,0
28,1,2,0,1,1,2,2,-1.0,1,0
24,0,0,2,1,1,0,183,-1.0,3,1
28,0,0,0,1,1,0,0,0.0,2,0
53,0,2,1,1,1,4,0,0.0,1,0
47,0,3,1,2,1,1,184,-1.0,5,0
20,0,0,2,1,1,1,2,-24.0,3,0
21,1,0,2,2,1,0,1,-6.0,6,0
30,0,5,0,1,1,1,3,-1.0,2,1
37,1,2,0,1,1,1,1,-1.0,1,1
60,0,3,1,1,1,1,19,-18.0,1,0
26,1,3,0,1,1,1,1,-1.0,2,1
30,1,2,0,1,1,0,1,-1.0,1,0
26,0,2,0,0,1,2,2,-1.0,8,1
26,0,0,0,0,0,5,7,-1.0,9,1
21,0,3,2,2,1,0,2,-1.0,5,0
39,0,0,0,1,0,1,1,-1.0,2,0
30,0,5,0,1,1,0,6,-1.0,2,0
44,0,0,0,2,1,2,3,-1.0,5,0
45,1,2,1,1,1,0,3,-1.0,2,0
30,0,0,0,1,1,1,1,-1.0,1,0
38,0,1,0,1,1,2,9,0.0,1,0
23,0,2,2,2,1,6,1,-1.0,5,1
46,1,1,1,1,1,0,1,-1.0,1,0
42,0,0,0,1,1,0,1,-1.0,1,0
54,1,2,1,1,1,4,4,-1.0,2,0
47,0,0,1,1,1,7,2,-1.0,1,1
26,0,2,0,2,1,0,2,-3.0,7,1
29,1,2,0,0,1,7,2,-1.0,10,1
51,0,2,1,1,1,7,15,-1.0,1,1
44,1,0,0,1,1,0,1,0.0,1,0
49,1,2,1,2,1,12,22,-24.0,5,0
22,0,0,2,0,1,0,1,-1.0,8,1
32,1,0,0,1,1,4,2,-1.0,4,1
27,1,0,0,1,1,0,2,-1.0,3,0
30,1,2,0,1,1,0,1,-1.0,2,0
28,1,3,0,2,1,11,1,0.0,7,0
45,1,5,1,1,1,0,2,-1.0,1,0
51,0,2,1,2,0,5,33,0.0,5,0
27,0,0,0,1,1,4,2,-1.0,2,1
32,0,0,0,2,1,0,18,-1.0,7,1
43,0,0,0,1,1,2,6,-1.0,3,0
37,0,2,0,1,1,2,1,-1.0,2,0
26,0,0,0,1,1,0,2,-1.0,4,1
26,1,0,0,1,1,0,1,-1.0,2,0
32,0,5,0,1,1,4,0,0.0,3,0
39,0,3,0,1,1,3,14,-21.0,4,0
58,0,0,1,1,0,4,2,-1.0,1,0
33,1,5,0,1,1,0,1,-1.0,2,0
22,1,2,2,1,0,1,1,-22.0,3,0
