sex,race,case_type,wcisclass,age_offense,prior_felony,prior_misdemeanor,prior_criminal_traffic,highest_severity,release,is_recid_new,recid_180d,violent_crime,recid_180d_violent
1,3,0,35,29,0,0,0,7.0,0,1.0,1.0,0,0.0
1,3,0,35,31,0,0,1,7.0,0,0.0,0.0,0,0.0
1,3,1,44,25,0,0,1,12.0,1,0.0,0.0,1,0.0
1,3,0,35,29,1,0,1,7.0,0,0.0,0.0,0,0.0
1,0,1,16,20,0,0,0,14.0,1,0.0,0.0,0,0.0
1,0,2,16,24,1,0,0,7.0,1,1.0,1.0,0,0.0
1,0,1,62,17,0,1,0,16.0,1,1.0,1.0,0,0.0
1,0,2,49,16,1,1,0,10.0,1,0.0,0.0,0,0.0
1,0,2,49,17,1,1,0,10.0,1,0.0,0.0,0,0.0
1,0,2,6,20,0,1,1,10.0,1,0.0,0.0,1,0.0
1,0,2,63,20,0,1,1,10.0,1,0.0,0.0,0,0.0
1,0,0,31,20,0,2,0,7.0,1,0.0,0.0,0,0.0
1,0,2,6,24,0,2,1,9.0,0,0.0,0.0,1,0.0
1,3,2,13,21,0,0,0,9.0,1,0.0,0.0,0,0.0
1,3,2,13,24,0,1,0,9.0,1,1.0,1.0,0,0.0
1,3,2,13,25,0,2,0,9.0,1,1.0,1.0,0,1.0
1,3,2,6,27,0,3,0,10.0,1,1.0,1.0,1,1.0
1,3,2,6,27,0,4,0,10.0,1,1.0,1.0,1,0.0
1,3,0,35,27,0,4,0,7.0,0,1.0,1.0,0,0.0
1,3,0,35,28,0,0,0,7.0,0,0.0,0.0,0,0.0
1,3,0,31,26,0,1,1,7.0,1,1.0,1.0,0,0.0
1,3,2,5,27,0,0,1,10.0,0,1.0,1.0,0,0.0
1,3,0,31,27,0,0,1,7.0,0,1.0,1.0,0,0.0
1,3,2,13,19,1,0,0,9.0,1,0.0,0.0,0,0.0
1,3,1,55,19,0,1,0,13.0,1,0.0,0.0,0,0.0
1,3,2,16,24,1,1,0,7.0,1,0.0,0.0,0,0.0
1,3,1,39,24,0,0,0,13.0,1,1.0,1.0,0,0.0
1,3,2,55,25,1,0,0,10.0,1,0.0,0.0,0,0.0
1,3,1,7,25,0,0,0,15.0,1,0.0,0.0,0,0.0
1,3,1,7,19,1,0,0,15.0,1,0.0,0.0,0,0.0
1,3,1,5,19,1,0,0,13.0,1,0.0,0.0,0,0.0
1,3,0,26,20,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,0,13,27,4,1,1,9.0,1,1.0,1.0,0,0.0
1,3,1,16,29,4,1,3,12.0,1,1.0,1.0,0,0.0
1,3,0,31,28,5,1,3,7.0,1,1.0,1.0,0,0.0
1,3,0,31,29,5,1,3,7.0,1,0.0,0.0,0,0.0
1,3,0,35,27,0,0,0,7.0,0,0.0,0.0,0,0.0
1,3,1,41,17,1,0,0,11.0,1,1.0,1.0,0,0.0
1,3,2,43,21,2,0,0,10.0,1,1.0,1.0,0,0.0
1,3,0,35,22,2,1,0,7.0,0,1.0,1.0,0,0.0
1,3,2,41,22,2,1,2,10.0,0,0.0,0.0,0,0.0
1,3,1,2,24,0,0,0,16.0,1,0.0,0.0,1,0.0
1,3,2,35,28,0,0,0,7.0,0,0.0,0.0,0,0.0
1,4,0,35,29,0,0,1,7.0,1,1.0,1.0,0,0.0
1,3,1,7,17,0,0,0,10.0,1,1.0,1.0,0,0.0
1,3,1,14,18,1,0,0,17.0,1,0.0,0.0,0,0.0
1,3,0,35,23,2,0,0,7.0,1,1.0,1.0,0,0.0
1,3,2,49,24,2,1,2,10.0,1,0.0,0.0,0,0.0
1,3,2,49,24,2,1,2,10.0,1,0.0,0.0,1,0.0
1,3,0,31,29,6,2,2,7.0,1,0.0,0.0,0,0.0
1,4,2,13,23,0,0,0,9.0,1,0.0,0.0,0,0.0
1,4,2,5,29,0,2,0,10.0,1,0.0,0.0,0,0.0
1,4,1,14,33,0,3,0,15.0,1,0.0,0.0,0,0.0
1,3,1,16,20,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,2,11,17,0,0,0,10.0,1,1.0,1.0,0,0.0
1,3,2,16,18,0,2,0,7.0,1,1.0,1.0,0,0.0
1,3,2,13,19,0,5,0,9.0,1,1.0,1.0,0,1.0
1,3,2,6,19,0,5,0,10.0,1,1.0,1.0,1,1.0
1,3,2,13,20,0,6,0,9.0,1,1.0,1.0,0,0.0
1,3,2,13,22,1,1,0,9.0,1,0.0,0.0,0,0.0
1,3,2,50,29,1,3,0,10.0,1,0.0,0.0,0,0.0
1,3,2,5,29,1,3,0,10.0,1,0.0,0.0,0,0.0
1,3,2,55,33,1,4,0,10.0,0,0.0,0.0,0,0.0
1,3,1,36,33,5,1,0,13.0,0,1.0,1.0,0,0.0
1,3,2,13,35,6,1,0,9.0,1,0.0,0.0,0,0.0
1,3,2,49,38,6,2,1,10.0,1,1.0,1.0,0,0.0
1,3,0,31,38,6,3,0,7.0,1,1.0,1.0,0,0.0
1,3,0,31,38,6,3,1,7.0,0,1.0,1.0,0,0.0
1,3,2,13,40,6,4,2,9.0,1,1.0,1.0,0,0.0
1,3,2,13,40,6,4,2,9.0,1,1.0,1.0,0,0.0
1,3,0,31,47,8,5,2,7.0,0,1.0,1.0,0,0.0
1,3,2,5,48,8,5,4,10.0,0,1.0,1.0,0,0.0
1,3,0,31,48,8,6,3,7.0,0,1.0,1.0,0,0.0
1,3,2,16,20,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,2,47,20,0,1,0,10.0,0,0.0,0.0,0,0.0
1,3,2,16,18,1,0,0,7.0,1,0.0,0.0,0,0.0
1,3,1,54,19,0,1,0,10.0,1,0.0,0.0,1,0.0
1,3,1,14,26,1,1,0,15.0,1,1.0,1.0,0,0.0
1,3,2,50,32,3,2,0,10.0,1,1.0,1.0,0,1.0
1,3,2,43,31,3,2,0,10.0,1,1.0,1.0,0,1.0
1,3,1,39,32,3,3,0,13.0,0,1.0,1.0,1,0.0
1,3,1,55,27,0,0,0,14.0,1,0.0,0.0,0,0.0
1,3,0,35,24,0,0,0,7.0,0,0.0,0.0,0,0.0
1,3,2,10,18,0,1,0,10.0,1,0.0,0.0,1,0.0
1,3,0,34,21,0,2,1,7.0,1,1.0,1.0,0,0.0
1,3,2,5,22,0,5,2,10.0,1,1.0,1.0,0,0.0
1,3,2,5,22,0,5,2,7.0,1,1.0,1.0,0,0.0
1,3,2,15,22,0,5,2,7.0,1,1.0,1.0,0,0.0
1,3,0,34,21,0,6,1,7.0,1,1.0,1.0,0,0.0
1,3,0,31,23,0,2,1,7.0,1,1.0,1.0,0,0.0
1,3,0,31,23,0,2,1,7.0,1,1.0,1.0,0,0.0
1,3,2,11,25,0,2,2,10.0,1,1.0,1.0,0,1.0
1,3,2,6,26,0,4,2,9.0,1,0.0,0.0,1,0.0
1,3,2,5,26,0,4,2,10.0,1,0.0,0.0,0,0.0
1,0,2,16,17,0,0,0,7.0,1,0.0,0.0,0,0.0
1,0,2,16,20,0,1,0,7.0,1,1.0,1.0,0,1.0
1,0,2,6,21,0,2,0,10.0,1,1.0,1.0,1,0.0
1,0,1,16,22,0,3,0,12.0,1,1.0,1.0,0,1.0
1,0,1,54,22,1,3,0,10.0,1,1.0,1.0,1,0.0
1,0,2,16,23,2,3,0,7.0,1,0.0,0.0,0,0.0
1,3,2,10,19,0,0,0,10.0,1,1.0,1.0,1,0.0
1,3,2,13,21,0,1,0,9.0,0,0.0,0.0,0,0.0
1,3,0,35,30,0,2,0,7.0,0,0.0,0.0,0,0.0
1,3,2,35,26,0,0,0,7.0,0,0.0,0.0,0,0.0
1,3,0,35,29,0,1,0,7.0,0,1.0,1.0,0,0.0
1,3,2,13,30,0,1,1,9.0,1,1.0,1.0,0,0.0
1,3,2,51,17,0,0,0,10.0,1,0.0,0.0,0,0.0
1,3,2,13,29,0,1,0,9.0,1,0.0,0.0,0,0.0
1,3,2,13,17,0,0,0,9.0,1,0.0,0.0,0,0.0
1,3,1,16,21,0,1,0,7.0,1,1.0,1.0,0,0.0
1,3,1,16,21,2,1,0,12.0,0,0.0,0.0,0,0.0
1,3,1,5,21,2,1,0,13.0,0,0.0,0.0,0,0.0
1,3,0,35,25,3,1,0,7.0,0,1.0,1.0,0,0.0
1,3,1,16,26,3,1,1,13.0,1,0.0,0.0,0,0.0
1,3,1,8,18,0,0,1,17.0,1,1.0,1.0,1,0.0
1,3,2,61,19,1,2,1,7.0,1,1.0,1.0,0,0.0
1,3,2,5,19,1,2,1,9.0,1,1.0,1.0,0,0.0
1,3,2,55,19,1,2,1,10.0,1,1.0,1.0,0,0.0
1,3,0,31,20,1,3,2,7.0,0,0.0,0.0,0,0.0
1,3,0,31,20,1,3,2,7.0,1,0.0,0.0,0,0.0
1,3,1,23,19,1,0,0,13.0,0,1.0,1.0,0,0.0
1,3,1,7,19,1,0,0,15.0,0,1.0,1.0,0,0.0
1,3,1,14,21,2,0,0,13.0,1,0.0,0.0,0,0.0
1,3,0,31,22,0,0,1,7.0,1,0.0,0.0,0,0.0
1,3,2,16,23,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,2,16,20,0,1,0,7.0,1,1.0,1.0,0,0.0
1,3,2,55,20,0,1,0,10.0,1,1.0,1.0,0,0.0
1,3,2,11,22,0,2,0,10.0,0,1.0,1.0,0,0.0
1,3,2,15,18,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,0,35,28,0,0,0,7.0,0,0.0,0.0,0,0.0
1,3,0,35,26,0,0,0,7.0,0,0.0,0.0,0,0.0
1,3,0,35,16,0,0,0,7.0,1,0.0,0.0,1,0.0
1,3,1,44,26,3,3,1,12.0,1,0.0,0.0,1,0.0
1,3,2,50,25,4,2,1,10.0,1,0.0,0.0,0,0.0
1,3,2,6,25,4,2,1,10.0,1,0.0,0.0,1,0.0
1,3,2,6,30,0,0,1,10.0,1,0.0,0.0,1,0.0
1,3,1,16,20,0,0,0,12.0,1,0.0,0.0,0,0.0
1,3,2,15,20,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,0,35,22,0,0,0,7.0,0,0.0,0.0,0,0.0
1,3,2,13,23,0,0,0,9.0,1,0.0,0.0,0,0.0
1,3,1,14,17,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,2,13,23,1,1,0,9.0,1,0.0,0.0,0,0.0
1,3,2,61,23,1,1,0,7.0,1,0.0,0.0,0,0.0
1,3,1,57,21,0,0,0,13.0,1,1.0,1.0,0,0.0
1,3,2,13,22,1,0,0,9.0,1,1.0,1.0,0,0.0
1,3,2,49,23,1,1,0,10.0,1,0.0,0.0,0,0.0
1,3,2,16,17,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,1,26,23,0,0,1,11.0,1,0.0,0.0,1,0.0
1,3,1,49,19,0,0,0,10.0,1,0.0,0.0,0,0.0
1,3,0,35,27,0,0,0,7.0,1,0.0,0.0,0,0.0
1,0,2,13,20,0,0,0,9.0,1,1.0,1.0,0,1.0
1,0,2,6,21,0,1,0,9.0,1,1.0,1.0,1,1.0
1,0,2,6,21,0,2,0,10.0,1,0.0,0.0,1,0.0
1,3,1,7,26,0,0,0,15.0,1,1.0,1.0,0,0.0
1,3,0,35,24,0,0,0,7.0,0,1.0,1.0,0,0.0
1,3,0,35,27,0,0,2,7.0,0,0.0,0.0,0,0.0
1,3,2,11,29,0,0,3,10.0,1,0.0,0.0,1,0.0
1,3,2,31,32,0,1,0,7.0,1,0.0,0.0,0,0.0
1,3,1,1,18,0,0,0,10.0,1,0.0,0.0,1,0.0
1,3,1,8,22,1,0,0,10.0,1,0.0,0.0,1,0.0
1,3,1,7,17,3,3,0,10.0,1,1.0,1.0,0,1.0
1,3,2,6,17,4,2,0,10.0,0,1.0,1.0,1,1.0
1,3,2,11,19,4,3,0,10.0,1,0.0,0.0,0,0.0
1,3,2,13,22,4,4,0,9.0,1,0.0,0.0,0,0.0
1,3,2,15,21,0,0,0,7.0,1,1.0,1.0,0,0.0
1,3,0,35,21,0,0,0,7.0,0,1.0,1.0,0,0.0
1,3,0,35,22,0,0,1,7.0,0,0.0,0.0,0,0.0
1,3,0,35,26,0,0,2,7.0,1,0.0,0.0,0,0.0
1,3,1,23,18,1,0,0,18.0,1,0.0,0.0,0,0.0
1,3,1,23,18,1,0,0,18.0,1,0.0,0.0,0,0.0
1,3,1,3,26,2,0,0,10.0,1,0.0,0.0,0,0.0
1,3,0,31,24,0,0,1,7.0,1,1.0,1.0,0,0.0
1,3,0,35,26,0,0,2,7.0,0,0.0,0.0,0,0.0
1,3,2,16,21,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,2,49,20,0,1,0,10.0,1,0.0,0.0,0,0.0
1,3,2,5,20,0,1,0,10.0,1,0.0,0.0,0,0.0
1,3,1,16,23,0,2,0,7.0,1,0.0,0.0,0,0.0
1,3,2,13,25,1,0,0,9.0,1,0.0,0.0,0,0.0
1,3,1,5,35,4,1,0,13.0,1,1.0,1.0,0,0.0
1,3,1,14,35,4,1,0,14.0,1,1.0,1.0,0,0.0
1,3,1,5,35,4,1,0,13.0,1,1.0,1.0,0,0.0
1,3,1,14,35,6,1,0,15.0,1,0.0,0.0,0,0.0
1,3,1,5,36,6,1,0,13.0,1,0.0,0.0,0,0.0
1,0,2,49,21,1,0,0,10.0,1,0.0,0.0,0,0.0
1,3,2,16,19,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,2,16,25,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,2,6,18,0,1,0,10.0,1,1.0,1.0,1,0.0
1,3,2,5,18,0,1,0,10.0,0,1.0,1.0,0,0.0
1,3,2,62,19,0,2,0,10.0,1,1.0,1.0,0,0.0
1,3,2,16,20,0,4,0,7.0,1,1.0,1.0,0,0.0
1,3,2,5,20,0,4,0,10.0,1,1.0,1.0,0,0.0
1,3,1,16,22,1,5,0,7.0,0,0.0,0.0,0,0.0
1,3,1,16,21,1,5,0,7.0,1,0.0,0.0,0,0.0
1,3,1,16,20,0,0,0,12.0,1,0.0,0.0,0,0.0
1,3,2,55,18,0,0,0,10.0,1,0.0,0.0,0,0.0
1,4,2,13,34,0,0,0,9.0,1,1.0,1.0,0,1.0
1,4,2,6,34,0,3,0,10.0,1,0.0,0.0,1,0.0
1,4,2,5,35,0,3,0,10.0,1,0.0,0.0,0,0.0
1,3,2,13,20,0,1,0,9.0,0,1.0,1.0,0,0.0
1,3,2,31,21,0,2,0,7.0,1,1.0,1.0,0,0.0
1,3,2,15,23,1,4,0,7.0,0,1.0,1.0,0,1.0
1,3,2,5,23,1,4,0,10.0,1,1.0,1.0,0,1.0
1,3,2,6,23,1,4,0,9.0,1,1.0,1.0,1,1.0
1,3,1,54,23,0,5,0,10.0,1,1.0,1.0,1,1.0
1,3,0,31,24,2,5,0,7.0,0,1.0,1.0,0,1.0
1,3,1,37,24,1,5,1,7.0,0,1.0,1.0,1,1.0
1,3,2,5,25,2,5,2,10.0,1,1.0,1.0,0,0.0
1,3,0,31,25,2,6,1,7.0,0,1.0,1.0,0,0.0
1,3,1,7,26,2,6,2,15.0,1,1.0,1.0,0,0.0
1,3,2,49,27,3,6,2,10.0,0,1.0,1.0,0,0.0
1,3,2,11,27,3,7,2,10.0,0,1.0,1.0,0,1.0
1,3,2,62,27,0,0,0,10.0,0,0.0,0.0,0,0.0
1,3,2,27,21,1,0,0,9.0,1,1.0,1.0,0,0.0
1,3,0,31,21,1,1,2,7.0,1,0.0,0.0,0,0.0
1,3,0,31,22,1,1,2,7.0,0,0.0,0.0,0,0.0
1,3,0,31,22,1,1,2,7.0,0,0.0,0.0,0,0.0
1,3,1,16,20,0,0,0,12.0,1,0.0,0.0,0,0.0
1,3,0,35,24,0,0,0,7.0,0,1.0,1.0,0,0.0
1,3,0,35,27,0,0,1,7.0,0,1.0,1.0,0,1.0
1,3,1,54,28,0,1,2,10.0,1,0.0,0.0,1,0.0
1,3,2,5,29,1,0,2,10.0,1,0.0,0.0,0,0.0
1,3,2,13,22,0,0,0,9.0,1,0.0,0.0,0,0.0
1,3,2,55,25,0,1,0,10.0,1,0.0,0.0,0,0.0
1,3,0,31,26,1,0,0,7.0,1,0.0,0.0,0,0.0
1,3,1,55,25,0,0,1,10.0,1,0.0,0.0,0,0.0
1,3,1,23,33,6,1,1,13.0,1,0.0,0.0,0,0.0
1,3,1,5,33,6,1,1,13.0,1,0.0,0.0,0,0.0
1,3,1,5,33,6,1,1,13.0,1,0.0,0.0,0,0.0
1,3,1,5,33,6,1,1,13.0,1,0.0,0.0,0,0.0
1,3,2,50,33,7,0,1,10.0,1,0.0,0.0,0,0.0
1,3,1,5,33,6,1,1,13.0,1,0.0,0.0,0,0.0
1,3,0,31,25,1,0,0,7.0,1,0.0,0.0,0,0.0
1,3,1,16,27,2,0,1,12.0,0,1.0,1.0,0,0.0
1,3,1,55,27,2,0,1,13.0,1,1.0,1.0,0,0.0
1,3,1,55,31,5,1,1,10.0,1,0.0,0.0,0,0.0
1,3,1,16,41,7,1,2,7.0,1,0.0,0.0,0,0.0
1,3,0,35,41,8,1,1,7.0,1,0.0,0.0,0,0.0
1,3,0,35,26,0,0,0,7.0,1,0.0,0.0,0,0.0
1,0,1,54,20,0,0,0,12.0,1,0.0,0.0,1,0.0
1,3,2,16,20,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,0,31,20,0,0,0,7.0,0,0.0,0.0,0,0.0
1,3,2,6,30,0,1,1,10.0,1,1.0,1.0,1,0.0
1,3,2,31,33,0,5,1,7.0,1,1.0,1.0,0,0.0
1,3,2,5,34,1,6,1,9.0,1,1.0,1.0,0,0.0
1,3,2,27,23,0,0,0,10.0,0,1.0,1.0,0,0.0
1,3,2,13,25,0,1,0,9.0,0,0.0,0.0,0,0.0
1,3,1,44,19,0,0,0,16.0,1,0.0,0.0,1,0.0
1,3,2,49,34,0,0,0,10.0,0,0.0,0.0,0,0.0
1,3,2,13,39,1,0,0,9.0,1,0.0,0.0,0,0.0
1,3,1,14,24,0,0,0,15.0,1,0.0,0.0,0,0.0
1,4,0,35,19,0,0,0,7.0,0,0.0,0.0,0,0.0
1,4,2,49,23,0,0,1,10.0,0,1.0,1.0,0,0.0
1,4,0,35,25,0,1,1,7.0,0,1.0,1.0,0,0.0
1,3,2,6,34,1,0,0,9.0,1,0.0,0.0,0,0.0
1,3,1,7,18,0,0,0,10.0,1,0.0,0.0,0,0.0
1,3,2,16,30,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,2,13,33,0,1,0,9.0,1,0.0,0.0,0,0.0
1,3,1,40,18,0,0,0,10.0,1,0.0,0.0,0,0.0
1,3,2,49,31,0,0,1,9.0,1,1.0,1.0,0,0.0
1,3,0,35,31,0,1,0,7.0,0,1.0,1.0,0,0.0
1,3,1,11,33,0,1,2,10.0,1,1.0,1.0,0,1.0
1,3,0,5,33,1,1,1,10.0,0,1.0,1.0,0,1.0
1,3,1,53,34,1,1,2,12.0,1,1.0,1.0,1,0.0
1,3,0,31,22,0,0,1,7.0,0,1.0,1.0,0,0.0
1,3,0,5,23,0,0,1,10.0,0,1.0,1.0,0,0.0
1,3,2,16,23,0,0,2,7.0,1,1.0,1.0,0,0.0
1,3,0,31,24,0,1,2,7.0,0,0.0,0.0,0,0.0
1,3,2,58,24,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,1,44,17,0,1,0,11.0,1,0.0,0.0,1,0.0
1,3,2,55,16,1,0,0,10.0,1,0.0,0.0,0,0.0
1,3,2,6,19,0,0,0,9.0,1,0.0,0.0,1,0.0
1,3,0,35,28,0,0,0,7.0,0,0.0,0.0,0,0.0
1,3,0,43,30,0,0,1,7.0,1,0.0,0.0,0,0.0
1,3,2,62,20,0,1,0,9.0,1,1.0,1.0,0,0.0
1,3,0,35,21,0,2,0,7.0,0,1.0,1.0,0,1.0
1,3,1,37,23,0,2,1,10.0,1,0.0,0.0,1,0.0
1,3,1,54,31,1,2,1,13.0,0,0.0,0.0,1,0.0
1,3,2,16,20,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,0,26,33,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,2,55,19,0,0,0,10.0,0,0.0,0.0,0,0.0
1,3,2,49,33,1,0,1,10.0,1,1.0,1.0,0,0.0
1,3,0,26,33,1,1,0,7.0,0,1.0,1.0,0,0.0
1,3,0,35,36,1,1,1,7.0,0,1.0,1.0,0,0.0
1,3,2,13,38,1,1,3,9.0,1,1.0,1.0,0,0.0
1,3,0,35,38,1,2,3,7.0,0,0.0,0.0,0,0.0
1,3,0,35,19,0,1,0,7.0,0,1.0,1.0,1,0.0
1,3,2,5,20,0,0,1,10.0,0,1.0,1.0,0,0.0
1,3,1,16,21,0,2,1,7.0,1,0.0,0.0,0,0.0
1,3,2,35,21,0,0,0,7.0,0,0.0,0.0,0,0.0
1,3,2,5,71,0,2,0,10.0,1,0.0,0.0,1,0.0
1,3,1,7,23,0,0,0,15.0,1,0.0,0.0,0,0.0
1,3,2,16,19,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,2,6,30,2,1,0,9.0,1,0.0,0.0,1,0.0
1,1,0,34,17,0,0,0,7.0,1,1.0,1.0,0,1.0
1,1,2,6,20,0,1,1,10.0,1,1.0,1.0,1,1.0
1,1,2,16,19,0,1,1,7.0,1,1.0,1.0,0,1.0
1,1,2,43,21,0,2,1,9.0,0,1.0,1.0,1,0.0
1,1,1,40,21,1,3,1,13.0,1,0.0,0.0,0,0.0
1,1,1,5,22,1,3,1,13.0,1,0.0,0.0,0,0.0
1,0,0,31,40,0,1,0,7.0,0,0.0,0.0,0,0.0
1,3,0,31,24,1,0,0,7.0,0,1.0,1.0,0,0.0
1,3,2,63,25,1,0,1,10.0,1,0.0,0.0,0,0.0
1,3,2,63,29,1,1,1,10.0,1,0.0,0.0,0,0.0
1,3,2,27,26,0,0,0,10.0,1,0.0,0.0,0,0.0
1,3,2,55,31,0,1,0,10.0,1,0.0,0.0,0,0.0
1,3,1,8,37,0,0,0,13.0,1,0.0,0.0,1,0.0
1,0,2,31,20,0,0,0,7.0,1,0.0,0.0,0,0.0
1,0,2,55,23,0,1,0,10.0,1,1.0,1.0,0,0.0
1,0,2,16,24,0,4,0,7.0,1,0.0,0.0,0,0.0
1,0,2,5,24,0,4,0,10.0,1,0.0,0.0,0,0.0
1,0,2,10,25,0,4,0,10.0,1,0.0,0.0,1,0.0
1,0,0,34,18,0,0,0,7.0,1,1.0,1.0,0,0.0
1,0,2,16,19,0,0,1,7.0,1,1.0,1.0,0,0.0
1,0,1,14,19,0,1,1,11.0,1,1.0,1.0,0,0.0
1,0,1,14,19,1,1,1,11.0,1,0.0,0.0,0,0.0
1,0,1,16,19,1,1,1,12.0,1,0.0,0.0,0,0.0
1,0,2,13,23,2,2,1,9.0,1,0.0,0.0,0,0.0
1,0,2,6,25,2,3,1,9.0,0,0.0,0.0,1,0.0
1,0,1,14,17,1,3,0,11.0,1,1.0,1.0,0,0.0
1,0,2,49,24,3,3,0,10.0,1,0.0,0.0,0,0.0
1,0,2,11,30,3,5,0,10.0,1,0.0,0.0,0,0.0
1,0,2,16,30,3,5,0,7.0,1,0.0,0.0,0,0.0
1,3,1,16,18,0,0,0,11.0,1,1.0,1.0,0,1.0
1,0,2,15,29,1,0,0,7.0,1,1.0,1.0,0,0.0
1,0,2,5,30,1,1,0,10.0,1,0.0,0.0,0,0.0
1,3,2,16,21,0,0,0,7.0,1,0.0,0.0,0,0.0
1,3,1,16,25,0,1,0,7.0,1,0.0,0.0,0,0.0
1,3,1,16,34,3,1,0,12.0,1,0.0,0.0,0,0.0
1,3,2,49,37,4,2,1,10.0,1,0.0,0.0,0,0.0
1,3,2,5,38,4,2,1,10.0,1,0.0,0.0,0,0.0
1,3,2,16,18,0,0,0,7.0,1,1.0,1.0,0,0.0
1,3,1,42,21,0,0,0,10.0,1,0.0,0.0,1,0.0
1,3,2,13,23,0,0,0,9.0,1,1.0,1.0,0,0.0
1,3,2,13,24,0,1,0,9.0,0,0.0,0.0,0,0.0
1,1,2,16,19,0,1,0,7.0,1,1.0,1.0,0,0.0
1,1,0,35,23,0,2,1,7.0,0,1.0,1.0,0,0.0
1,1,2,5,24,0,2,3,10.0,0,1.0,1.0,0,0.0
1,3,0,35,22,0,1,0,7.0,0,0.0,0.0,0,0.0
1,3,2,6,23,0,1,0,10.0,1,0.0,0.0,1,0.0
1,3,2,6,23,0,1,0,10.0,1,0.0,0.0,1,0.0
1,3,2,13,38,0,0,0,9.0,1,1.0,1.0,0,1.0
1,3,1,52,39,0,1,0,10.0,1,0.0,0.0,1,0.0
1,3,1,14,45,1,1,0,7.0,1,0.0,0.0,0,0.0
1,3,1,16,51,2,1,0,12.0,1,0.0,0.0,0,0.0
1,3,0,35,27,0,0,2,7.0,0,1.0,1.0,0,0.0
1,3,0,35,27,0,0,2,7.0,0,1.0,1.0,0,0.0
1,3,0,31,28,0,0,3,7.0,1,1.0,1.0,0,0.0
1,3,0,35,32,0,0,4,7.0,0,0.0,0.0,0,0.0
1,3,0,35,23,0,0,0,7.0,0,0.0,0.0,0,0.0
1,3,2,49,22,1,0,0,10.0,1,1.0,1.0,0,0.0
1,3,2,13,25,1,1,0,9.0,1,1.0,1.0,0,0.0
1,3,2,11,27,1,2,0,10.0,1,1.0,1.0,0,0.0
1,3,0,35,30,1,4,0,7.0,0,1.0,1.0,0,0.0
1,3,1,16,31,1,4,1,7.0,1,0.0,0.0,0,0.0
1,3,2,11,29,2,3,1,10.0,1,0.0,0.0,0,0.0
1,4,0,35,37,0,0,0,7.0,0,1.0,0.0,0,0.0
1,4,0,35,40,1,1,1,7.0,1,0.0,0.0,0,0.0
1,4,1,36,40,0,0,2,13.0,1,0.0,0.0,0,0.0
1,3,1,14,31,0,0,1,13.0,1,0.0,0.0,0,0.0
1,3,2,43,38,1,0,1,7.0,1,0.0,0.0,0,0.0
1,3,2,13,22,0,0,0,9.0,1,0.0,0.0,0,0.0
1,3,2,11,21,0,0,0,10.0,1,0.0,0.0,0,0.0
1,3,0,35,23,0,0,0,7.0,0,0.0,0.0,0,0.0
1,1,2,50,18,0,0,0,10.0,1,0.0,0.0,0,0.0
1,1,1,56,21,0,1,0,16.0,1,1.0,1.0,1,0.0
1,3,2,55,16,0,0,0,10.0,1,1.0,1.0,0,0.0
1,3,2,11,17,1,1,0,10.0,0,0.0,0.0,0,0.0
1,3,1,55,17,0,2,0,10.0,0,0.0,0.0,0,0.0
1,3,2,13,20,1,2,0,9.0,1,0.0,0.0,0,0.0
1,3,2,58,23,1,3,0,7.0,1,0.0,0.0,0,0.0
1,3,2,55,25,2,4,0,10.0,1,0.0,0.0,0,0.0
1,3,1,16,25,1,5,0,10.0,1,0.0,0.0,0,0.0
1,3,0,31,23,0,0,1,7.0,1,0.0,0.0,0,0.0
1,3,0,35,24,0,0,1,7.0,0,0.0,0.0,0,0.0
1,3,0,35,27,0,0,3,7.0,0,1.0,1.0,0,0.0
1,3,0,31,27,0,0,3,7.0,0,1.0,1.0,0,0.0
1,3,0,31,28,0,0,4,7.0,1,0.0,0.0,0,0.0
1,3,2,6,19,1,0,0,10.0,1,1.0,1.0,1,0.0
1,3,1,7,20,0,3,3,18.0,1,1.0,1.0,0,0.0
1,3,0,31,20,1,3,2,7.0,1,1.0,1.0,0,0.0
1,3,2,49,20,1,2,2,10.0,0,1.0,1.0,0,0.0
1,3,1,33,20,1,3,3,13.0,1,0.0,0.0,0,0.0
1,3,2,63,20,2,2,3,10.0,1,0.0,0.0,0,0.0
1,3,1,62,23,2,3,3,9.0,1,0.0,0.0,0,0.0
1,3,0,35,33,0,0,0,7.0,0,0.0,0.0,0,0.0
1,3,2,47,21,1,0,0,10.0,1,0.0,0.0,0,0.0
